Description,Category
"""Actually, I became interested in editing this very short article (amid Wikipedia's invitation for us to participate in the survey, ending November 3), when all newspapers were flooded with Burlesque King. Nograles was forced to run naked in the hotel. Now, I was not a Wikipedian then, but, when, the landmark acquittal suit was published, I took time to edit this tersely. Nograles placed 2nd to my 1975 counsel in civil case, Atty. Henry R. Villarica, 92.35% higher than Ferdinand Marcos' 92.35% trimmed from 99% due to Marcos blunder in political law subject, in an En Banc review of his test results, 1939. Villarica owns more than 100 pawnshops, and is a very close friend-business assoc. of my brother, in gold and (they have 41/2 ha. Sta. Maria, Bulacan) fighting cock farm. I don't know Ateneo Law School Nograles, but due to the bar rating 2nd place, he is so brilliant. Now, in my 6,500 edits, I happened to have seen and edited like this controversy in bios of USA Senators, etc. So, I just follow the Wikipedia pattern. The difference between Dante Tinga and Nograles, is that, the former was cleared by the Court, but, the Nograles issue of censoring publication by libel lawsuit vs. the naked running, was condemned after Court acquittal for lack of evidence. In Nograles, the acquittal is best Wikipedia evidence to go forth with the edit on Nograles bio-naked thing. Remember the Beatrix of the Netherlands IP address fiasco caught by Wiki scanner? On August 31, 2007, Queen Beatrix’s royal family affirmed that Prince Friso of Orange-Nassau, 38, and his wife Princess Mabel Wisse Smit edited the entry on Wikipedia which described Mabel’s relationship with slain drug baron Klaas Bruinsma (using the queen's palaces’ computer). The changes were found by Dutch media using Wiki Scanner - the entry which states Mabel provided """"incomplete and false information"""" about Bruinsma was changed to just """"incomplete information"""" in January 2006. My point is, in Tinga and Nograles, irrespective of Court acquittal or clearance, the publication of the bribe and Nog's U.P. Oblation run, respectively, with reliable sources, licenses us, editors, to add """"the thing."""" On short edits, I respect IT and other editors, since, it is a matter of style. If I were not a judge or lawyer, or if I were not an A.B. communication, editor, then, like IT and math editors, I would edit with a sentence or 2. But I keep my edits to 3 sentences for this reason: links die in time due to pay per view, and, scholars or readers of Wiki must be provided with a choice, to read more meats or essential ingredients. Also, the libel suit was filed by Nograles, et al. and the subject is the naked run. Now Nograles withdrew due to affidavit of desistance, but, the other complainant did not, and the Court decided based on trial's evidence. So, with more reasons must the edit be there and at the very least, even a sentence, but the essentials of the naked run ought to be there.
Final point. I do not personally know Tinga, but in 1978, I hired a lawyer of Santiago, Tinga, Fornier Law Office, to handle my simple Malolos case. Tinga became congressman and had been well known for this controversy, it is of judicial notice in IBP. Personally, I ignored these, until Douglas Anama, my text mate, the husband of Felipa Borlongan Anama, our Assistant Clerk of the Supreme Court (with the equivalent salary and rank of CA Justice) repeatedly approached me to consult dwarves, due to their case which Tinga decided against him, that's his family home. Tinga is not the only one who had these bribery things; Ynares-Santiago and M. Nazario (remember the Ramos notable contempt fine) shared the pie. My point is - the Court would instead put to rest the issue by fine or contempt. But for us editors, we just follow the pattern in USA bio of senators and public figures. Hence, my edit is well copy pasted from Wikipedia good articles on sub-section controversies. But of course, with all due respect to your edits. Sorry, for my TLDR, but it is so informative. Cheers.   
""",0
and defamatory remarks,0
"Shameful

You can get your friends to edit my responses to your claims, but I won't give up trying to get an answer from you 86.166.116.25",0
"Get this off the stub list now 

Get your user page off the Star Wars stub list now. This is not a Star Wars stub. You are really cheeking people you know, asking people to expand YOUR user page for you. Do it yourself. You have 24 hours to remove your user page from the Star Wars stub list before I do it. User: Mil Falcon 20:55pm, 21st January 2006.",0
"You first piss off a user and then pretend to advise that user on how detrimental being pissed off is. Wow, I'm so pissed I'm so I'm soooo... fuck off, pig! Now that was quite polite of me you got to admit it. Or was it not good enough for sophisticated ears of an average warmongering Anglo-Serb Freemason who thinks everyone is buying his bullshit? LOL",1
"Damned 

Motherfucker you disturbed me. Don't blocked me. Contact me in Facebook. Understand, don't talk the nonsense things.",0
"David Carradine  

You should realize what is vandalism and what isn't.  Accusing me of vandalism is not constructive.",0
"No, go ahead, we'd love to hear your bright ideas. Oh, wait, you are a coward, nevermind, f off",1
"That was not reverted, that was not an option I used, I copied and pasted the text as I have it stored. Be specific man and grow some and extend the ban for 10000 years!IDGAC",0
(I'm typing this with his cock in mu mouth!),1
Stop leaving comments ab out blockin us ur all talk show us what ya can do!!!!!!!!!!!!!,0
"I'm accused of sockpuppetry, but the author isn't. That makes no sense. You know, I've finally come to the realization that wiki is nothing but a bunch of american racists. I swear I will do everything in my power to disrupt your servers.",1
"Some reading material 

I was listening to The Ballad of JamesBWatson and was inspired to make some poetry

You are bizarre and a knob.
You're a terrible bum and a snob.
You're a simian loser,
A malodorous boozer,
And a boob and a fiend and a slob.

You are insane and a brat.
You're a miscreant mule and a prat.
You're a rube and a dog,
An unscrupulous hog,
And your mind is redundant and fat.

You are a putz and a mule.
You're a fool and a goob and a tool.
You're a brat and a goob,
A bum and a rube,
You're creepy, disgusting, and cruel.

You are a twit and a drunk.
You're a snot and an obstinate punk.
You're a spaz and a sham,
An androgynous ham,
And a pain and a schmuck and a skunk.

23.27.220.137",0
"no debate- in the final film the subtitles, the tank calls itself DEVASTATOR",0
"This is not a forum. If no explanation is given by the writers, then asking the question here is pointless.",0
pretending to be anti-fascist,0
"You can't kill the party Soap, YOU CAN'T KILL THE PARTY!",0
OH MY just CALL THEM ROCK YOU IDIOTS!!!!,1
You both seem to have a pattern of systematically violate policy and then say sorry.  This has gotten too old.,0
i never found it a supportive environment myself. you are speaking of an aspiration perhaps rather than the reality of wikipedia. In the meantime your suggestion  that my remark to petrikrohn fascist could be misinterpreted is puzzling. it means he is a fucking lying fascist. how can that be misinterpreted.  please  stop with your specious humbug.,1
"Dude, why don't you just shut the fuck up and piss off. 61.90.19.239",1
